anime_id,name,genre,type,episodes,rating,members
2601,Kara no Kyoukai: Manner Movies,"Action, Mecha, Sci-Fi, Shounen",OVA,1,6.5,517
23697,Kiniro no Corda: Blue♪Sky,"Action, Comedy",Movie,7,6.49,5367
2303,Ninja Hattori-kun (2012),"Mecha, Parody, Sci-Fi",OVA,3,6.5,2112
18845,Phantasy Star Online 2 The Animation,Comedy,TV,52,6.5,282
31223,Pure-tou no Nakama-tachi,"Action, Game, School, Sci-Fi",TV,12,6.5,32470
3201,Queen&#039;s Blade: Rebellion,"Fantasy, Kids",TV,26,6.5,386
559,Sanctuary,"Drama, Psychological, Sci-Fi",OVA,1,6.5,5090
2698,Seikimatsu★Darling,"Action, Drama, Police, Seinen, Thriller",OVA,1,6.5,1514
1217,Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?,"Comedy, Drama, Romance, Shounen Ai",OVA,1,6.5,4816
22361,Shin Mashin Eiyuuden Wataru Majinzan,"Adventure, Comedy, Magic",Special,1,6.51,216
9403,The SoulTaker: Tamashii-gari,"Action, Adventure, Comedy, Fantasy, Mecha, Sci-Fi",OVA,2,6.5,213
1048,Toshi wo Totta Wani,"Demons, Horror, Supernatural",TV,13,6.5,15796
4475,Wanpaku Ouji no Orochi Taiji,Drama,Movie,1,6.5,1638
3905,Yagami-kun no Katei no Jijou,Adventure,Movie,1,6.5,704
4537,Yoshinaga-san&#039;chi no Gargoyle Specials,Comedy,OVA,3,6.5,647
2464,Yurumates,"Adventure, Comedy, Fantasy",Special,5,6.5,867
6148,11eyes,"Comedy, Seinen, Slice of Life",OVA,1,6.5,4549
1295,Akage no Anne Specials,"Action, Adventure, Comedy, Romance, Sci-Fi, Super Power",OVA,2,6.49,2457
23583,Arata naru Sekai: World&#039;s/Start/Load/End,"Drama, Historical, Kids, Shoujo, Slice of Life",Special,2,6.49,331
14373,Attack No.1: Namida no Sekai Senshuken,Sci-Fi,OVA,1,6.49,13647
9166,Boukensha: The Man Was from Spain,"Drama, Shoujo, Sports",Movie,1,6.49,248
3132,Catman Series II,"Adventure, Historical",TV,26,6.49,496
4418,D.C.III: Da Capo III Special,"Comedy, Fantasy, Slice of Life",ONA,8,6.49,755
17020,Daisuki! Hello Kitty,"Drama, Music, Romance, School",Special,1,6.49,3008
3202,Di Gi Charat: Kuchi Kara Bazooka,"Fantasy, Kids",TV,26,6.49,1468
1753,Dorami-chan: Mini-Dora SOS!!!,Comedy,Special,1,6.49,1249
2647,Fabre-sensei wa Meitantei,"Fantasy, Kids",Movie,1,6.49,178
5088,Geneshaft,Mystery,TV,26,6.49,298
909,Geobreeders: File-X Chibi Neko Dakkan,"Adventure, Mecha, Sci-Fi, Space",TV,13,6.49,8643
1158,Guskou Budori no Denki,"Adventure, Comedy, Shounen, Supernatural",OVA,3,6.49,1636
8450,"Gyakuten Saiban: Sono &quot;Shinjitsu&quot;, Igi Ari!",Drama,Movie,1,6.49,628
31630,Haou Daikei Ryuu Knight: Adeu Legend Final,"Comedy, Drama, Mystery, Police",TV,24,6.49,61410
1851,Happy Seven: The TV Manga,"Adventure, Comedy, Fantasy, Mecha, Parody",OVA,1,6.49,435
1193,Himesama Goyoujin,"Comedy, Fantasy",TV,13,6.49,3287
1884,Himitsu no Akko-chan,Comedy,TV,12,6.49,1623
3285,Jigokudou Reikai Tsuushin,"Magic, School, Shoujo",TV,94,6.49,1085
9824,Kyoushoku Soukou Guyver,"Fantasy, Horror",OVA,1,6.49,479
2293,Magnerobo Ga-Keen,"Action, Horror, Sci-Fi, Super Power",Movie,1,6.49,3185
3932,Mahou no Tenshi Creamy Mami: Long Goodbye,"Action, Mecha, Sci-Fi",TV,39,6.49,416
2046,Mahoutsukai Sally,"Comedy, Fantasy, Magic, Romance, Shoujo",OVA,1,6.49,476
3356,Miyamoto Musashi: Souken ni Haseru Yume,"Fantasy, Magic, School, Shoujo",TV,109,6.49,1478
5386,Nana Toshi Monogatari: Hokkyokukai Sensen,"Action, Historical, Martial Arts, Samurai",Movie,1,6.49,3721
4617,Nuwa Chengzhang Riji,"Drama, Sci-Fi",OVA,2,6.49,1085
33038,Onboro Film,"Comedy, Fantasy",TV,30,6.49,3106
2550,Penguin Musume♥Heart Special,"Comedy, Parody",Movie,1,6.49,1507
21703,Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,6.49,2270
14935,Recorder to Randoseru Mi☆ Special,"Adventure, Comedy, Fantasy, Kids",OVA,1,6.49,1701
24935,Shouwa Monogatari (Movie),"Comedy, School, Seinen, Slice of Life",Special,1,6.49,2752
10013,Sketchbook: Full Color&#039;s Picture Drama,"Drama, Historical",Movie,1,6.49,878
6251,Space Fantasia 2001 Nights,"Comedy, Slice of Life",Special,6,6.49,1487
1662,Space☆Dandy 2nd Season Picture Drama,"Drama, Sci-Fi, Seinen, Space",OVA,1,6.49,1284
30246,Zetsumetsu Kigu Shoujo: Amazing Twins,"Comedy, Sci-Fi, Space",Special,3,6.49,1150
19953,Zou no Senaka: Tabidatsu Hi,"Magic, Slice of Life",OVA,2,6.49,7418
27405,Ajimu: Kaigan Monogatari,"Drama, Seinen, Slice of Life",OVA,1,6.49,136
1734,B-Densetsu! Battle Bedaman Enkon,"Comedy, Drama, Romance, School",ONA,4,6.48,9102
4667,Black Jack: Dr. Pinoko no Mori no Bouken,"Adventure, Comedy, Kids, Shounen",TV,51,6.48,2512
4070,Buta,Comedy,Special,1,6.48,1272
13169,Cluster Edge,"Adventure, Comedy, Fantasy, Historical",Movie,1,6.48,4850
69,Dog Days&#039;&#039;: Gravure Talk,"Action, Fantasy, Military, Sci-Fi",TV,25,6.48,6995
31967,Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,"Comedy, Fantasy",Special,4,6.48,748
7816,Gegege no Kitarou: Nippon Bakuretsu,"Comedy, Sci-Fi, Shounen",Movie,1,6.48,557
8145,Ghost in the Shell: Arise - Logicoma Specials,"Action, Fantasy, Horror, Kids, Shounen, Supernatural",Movie,1,6.48,340
21575,Haou Taikei Ryuu Knight: Adeu Legend,"Mecha, Sci-Fi",Special,4,6.48,3083
1849,Little El Cid no Bouken,"Action, Adventure, Fantasy, Mecha",OVA,13,6.48,617
5600,Lupin III: Secret File,"Adventure, Historical, Kids",TV,26,6.48,274
1428,Machine Robo: Revenge of Chronos,"Adventure, Comedy, Shounen",OVA,1,6.48,1994
3676,Mahou no Mako-chan,"Action, Mecha, Sci-Fi",TV,47,6.48,632
4113,Manga Nippon Mukashibanashi (1976),"Fantasy, Magic, Romance, Shoujo",TV,48,6.48,678
6277,Marie &amp; Gali,"Fantasy, Historical",TV,1471,6.48,406
6130,Nanako SOS,Comedy,TV,40,6.48,2373
3619,NG Knight Ramune &amp; 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen,"Comedy, Parody, Romance, Super Power",TV,39,6.48,587
2085,Nozomi Witches,"Adventure, Comedy, Fantasy, Mecha, Shounen",OVA,3,6.48,440
2052,Ojarumaru,"Romance, Sports",OVA,3,6.48,556
4459,Ozanari Dungeon: Kaze no Tou,"Adventure, Comedy, Fantasy",TV,Unknown,6.48,515
3065,Queen&#039;s Blade: Grimoire,"Action, Adventure, Comedy, Fantasy",OVA,3,6.48,635
24763,Saint Beast: Kouin Jojishi Tenshi Tan,"Comedy, Mecha, Parody",Special,3,6.48,1592
2153,Seikima II Humane Society: Jinrui Ai ni Michita Shakai,Fantasy,TV,13,6.48,4707
8745,Senran Kagura,"Demons, Supernatural",OVA,1,6.48,226
28603,Sousei no Aquarion Special,"Comedy, Fantasy, Supernatural",Special,3,6.48,2190
16415,Stratos 4: Logbook,"Comedy, Mecha",Special,1,6.48,1419
8026,Tentou Mushi no Uta,"Action, Adventure, Shounen",OVA,1,6.48,4498
6397,The☆Doraemons: Goal! Goal! Goal!!,"Drama, Slice of Life",TV,104,6.48,249
2631,Track City,"Comedy, Fantasy, Kids, Sci-Fi, Shounen, Sports",Movie,1,6.48,496
12361,Uchuu no Kishi Tekkaman Blade II,"Action, Cars",TV,26,6.48,393
1460,Wonder Garden,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",OVA,6,6.48,2346
20965,Yotsunoha,Fantasy,ONA,1,6.48,2855
3011,AD Police,"Romance, School",OVA,2,6.48,8565
1346,Ai no Wakakusa Monogatari Specials,"Adventure, Dementia, Mecha, Mystery, Police, Psychological, Sci-Fi, Thriller",OVA,3,6.47,6112
15607,Bubuki Buranki,"Drama, Historical, Slice of Life",Special,2,6.47,265
32023,Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,"Action, Drama, Mecha, Sci-Fi",TV,12,6.47,44978
8547,Heroman Specials,"Comedy, Sci-Fi, Shounen",Movie,1,6.47,537
9121,King of Fighters: Another Day,"Action, Sci-Fi, Shounen",Special,3,6.47,1879
825,Kishin Heidan,"Adventure, Drama, Shounen",ONA,4,6.47,8497
3061,Koihime†Musou OVA Omake,"Adventure, Historical, Mecha, Sci-Fi",OVA,7,6.47,1102
15093,Macross II: Lovers Again,"Adventure, Comedy, Fantasy",Special,1,6.47,992
1262,Madonna,"Adventure, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,6.47,6760
3482,Makyou Densetsu Acrobunch,"Comedy, School, Sports",OVA,2,6.47,849
3880,Maze☆Bakunetsu Jikuu: Hot Springs,"Mecha, Sci-Fi, Shounen",TV,24,6.47,318
8743,Ookamikakushi,"Drama, Military, Sci-Fi, Slice of Life",ONA,1,6.47,1505
7079,Ookii 1 Nensei to Chiisana 2 Nensei,"Action, Horror, Mystery, Supernatural",TV,12,6.47,51323
20907,Pokemon XY: Odemashi Ko Majin Hoopa,Adventure,Movie,1,6.47,2830
31168,Rail Wars!,"Action, Fantasy, Kids",OVA,1,6.47,1829
5223,Shin Mitsubachi Maya no Bouken,"Comedy, Kids",TV,33,6.47,294
8373,Sol Bianca,"Adventure, Comedy",TV,52,6.47,1286
1443,Sore ga Seiyuu!: Petit Uchiage,"Action, Adventure, Sci-Fi, Space",OVA,2,6.47,2723
32993,Soreyuke! Uchuu Senkan Yamamoto Yohko II,"Comedy, Slice of Life",Special,1,6.47,1651
1671,Tantei Kageki Milky Holmes TD,"Action, Adventure, Sci-Fi",OVA,3,6.47,1099
27629,To Heart Omake,"Comedy, Mystery, Super Power",TV,12,6.47,4967
30166,Xenosaga The Animation,"Comedy, Fantasy, School, Shounen, Supernatural",Special,1,6.47,465
184,Zenryoku Usagi,"Action, Mecha, Sci-Fi, Shounen, Space",TV,12,6.47,13827
3704,Akuma-kun,"Comedy, Kids",TV,52,6.47,613
8194,Bakuon!! OVA,"Adventure, Fantasy, Horror, Magic, Supernatural",TV,42,6.46,382
31883,Battle Spirits: Double Drive,"Cars, Seinen, Slice of Life, Sports",OVA,2,6.46,4572
32670,Danchigai Special,"Action, Kids",TV,Unknown,6.46,515
31683,Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race,"Comedy, Slice of Life",Special,1,6.46,8000
7667,DT Eightron,"Comedy, Sci-Fi, Shounen",Movie,1,6.46,557
1314,F-Zero: Falcon Densetsu,"Action, Sci-Fi, Shounen",TV,26,6.46,931
3101,Getter Robo Go,"Action, Adventure, Cars, Mecha, Sci-Fi, Shounen, Sports",TV,51,6.46,3863
5292,Jean Valjean Monogatari,"Action, Adventure, Mecha, Military, Shounen",TV,50,6.46,696
5900,Jungle wa Itsumo Hare nochi Guu: Eizou Tokuten - Maboroshi no Pilot Film,Drama,Special,1,6.46,422
17785,Kappa no Kaikata,Comedy,Special,1,6.46,431
1883,Kuttsukiboshi,Comedy,TV,26,6.46,1209
9014,Megami Kouhosei Special Curriculum,"Drama, Romance, Shoujo Ai, Supernatural",OVA,2,6.46,21805
887,Midori-ko,"Action, Mecha, Military, Sci-Fi, Space",OVA,1,6.46,3710
9990,Mobile Suit Gundam Seed MSV Astray,"Dementia, Drama",Movie,1,6.46,609
864,MonHun Nikki Girigiri Airou Mura G,"Mecha, Military, Sci-Fi, Shounen, Space",OVA,2,6.46,7336
10802,Nekota no Koto ga Kininatte Shikatanai. (ONA),"Action, Comedy",TV,13,6.46,311
30842,Ocha-ken: Chokotto Monogatari,"School, Shoujo",ONA,4,6.46,546
2233,Oira Uchuu no Tankoufu,"Comedy, Kids",TV,26,6.46,647
1867,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,"Action, Adventure, Sci-Fi, Shounen, Space",OVA,2,6.46,734
3913,Perman,"Action, Demons, Martial Arts, Shounen",OVA,4,6.46,1174
6303,Popotan,"Adventure, Comedy",TV,54,6.46,499
3474,Reporter Blues,Parody,Special,1,6.46,1272
6674,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.","Comedy, Mystery",TV,52,6.46,315
1444,Sword Art Online: Sword Art Offline,"Adventure, Mecha, Sci-Fi, Space",OVA,6,6.46,2947
16099,Tenrankai no E,Comedy,Special,9,6.46,50012
3472,Tenshi Kinryouku,Comedy,Movie,1,6.46,1065
51,Umi Monogatari: Kanon to Iku Amamikoshima,"Action, Drama, Romance, Shoujo, Supernatural",OVA,3,6.46,36352
10306,Watt Poe to Bokura no Ohanashi,Comedy,Special,13,6.46,1087
4521,Yawara! Sore Yuke Koshinuke Kids!!,"Adventure, Sci-Fi",OVA,1,6.46,179
2008,Youkai Ningen Bem,"Action, Comedy, Drama, Martial Arts, Romance, Slice of Life, Sports",Movie,1,6.46,763
4044,Ai no Wakakusa Yama Monogatari,Horror,TV,26,6.46,440
6075,Aru Hibi no CLAMP Gakuen Tanteidan,Comedy,TV,12,6.45,527
6107,Asobi ni Iku yo!: Asobi ni Oide - Owari,Comedy,Special,13,6.45,685
29998,Attack No.1 (1970),Comedy,Special,1,6.45,3380
9163,Baby☆Love,"Drama, Shoujo, Sports",Movie,1,6.45,329
722,Biohazard 4: Incubate,"Comedy, Romance",OVA,1,6.45,3708
8278,Blocker Gundan IV Machine Blaster,"Action, Demons, Horror, Military, Mystery, Police, Supernatural, Thriller",OVA,1,6.45,3604
5829,Chouja Raideen,"Action, Mecha, Sci-Fi",TV,38,6.45,325
2127,Dennou Coil Recaps,"Adventure, Mecha, Sci-Fi, Shounen",TV,38,6.45,1147
13955,Denpa Kyoushi,"Adventure, Comedy, Drama, Mystery, Sci-Fi",Special,2,6.45,1342
21495,Denshinbashira Elemi no Koi,"Comedy, School, Shounen",Special,2,6.45,5010
7718,Duan Nao,Fantasy,Movie,1,6.45,1139
28673,Elf-ban Kakyuusei: Anata dake wo Mitsumete...,"Mystery, Sci-Fi, Shounen, Thriller",ONA,16,6.42,1812
6413,Gowapper 5 Gordam,"Action, Comedy, Supernatural",OVA,1,6.45,450
7551,Hi no Youjin,"Action, Adventure, Mecha, Sci-Fi",TV,36,6.45,213
13639,Himawari!,"Historical, Slice of Life",Movie,1,6.45,3757
910,Kiss Dum R: Meguriahi,"Adventure, Comedy, Martial Arts",TV,13,6.45,15549
12689,Magic Knight Rayearth Omake,"Mecha, Military, Sci-Fi",Special,1,6.45,683
10028,Mahou no Idol Pastel Yumi,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",Special,5,6.45,1730
3660,Mari Iyagi,"Comedy, Fantasy, Kids, Magic, Shoujo",TV,25,6.45,965
2133,Memories Off 2nd,"Drama, Fantasy, Slice of Life",Movie,1,6.45,1967
362,Memories Off 3.5,"Drama, Romance",OVA,3,6.45,2750
363,Okusama wa Joshikousei (TV),"Drama, Romance",OVA,4,6.45,2321
470,Otome Youkai Zakuro Picture Drama,"Comedy, Drama, Romance, Slice of Life",TV,13,6.45,14010
10180,Pokemon: Pikachu to Pokemon Ongakutai,"Demons, Historical, Romance, Seinen, Supernatural",Special,2,6.45,2747
28853,Scramble Wars: Tsuppashire! Genom Trophy Rally,"Adventure, Fantasy, Kids",Movie,1,6.45,1509
2466,Shoujo-tachi wa Kouya wo Mezasu,Parody,OVA,1,6.45,558
31914,Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken,School,TV,12,6.45,60452
4941,To Heart 2: Dungeon Travelers,Mystery,Special,1,6.45,331
17068,Wonder (Movie),"Action, Music",Music,1,6.45,797
28085,009-1: R&amp;B,Dementia,Movie,1,6.45,644
3234,Amefuri Kozou,"Action, Sci-Fi, Seinen",Special,1,6.44,2988
6462,Arve Rezzle: Kikaijikake no Yousei-tachi,"Fantasy, Supernatural",OVA,1,6.44,606
13863,Boku no Marie,"Action, Drama, Mystery, Sci-Fi, Thriller",Movie,1,6.44,18770
159,Buttobi!! CPU,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",TV,24,6.44,12169
33689,Eureka Seven AO: Jungfrau no Hanabana-tachi,Music,Music,1,6.44,199
14875,Fireball Special,"Action, Adventure, Drama, Mecha, Sci-Fi",OVA,1,6.44,6756
10666,Getsumen To Heiki Mina,"Comedy, Sci-Fi",Special,1,6.44,1439
1865,Green Green,"Comedy, Parody, Sci-Fi",TV,11,6.44,4744
647,Ippatsu Kiki Musume,"Adventure, Demons, Drama, Fantasy, Historical, Romance, Shoujo, Supernatural",OVA,2,6.44,2253
15847,Juuou Mujin no Fafnir,"Action, Mecha",OVA,1,6.44,3656
952,Midnight Eye: Gokuu II,"Comedy, Magic",TV,12,6.44,3693
1880,Oni,"Action, Adventure, Mystery, Sci-Fi, Seinen, Super Power",OVA,1,6.44,1688
7171,Seto no Hanayome Picture Drama,"Demons, Historical, Supernatural",Movie,1,6.44,950
28385,Silent Mobius 2,"Comedy, Parody, Romance, School",Special,1,6.44,1264
2100,StarFox Zero: The Battle Begins,"Adventure, Demons, Fantasy, Sci-Fi, Seinen",Movie,1,6.44,1624
33205,Tamala 2010: A Punk Cat in Space OVA,"Action, Sci-Fi, Space",ONA,1,6.44,1885
8079,Ten Little Gall Force,"Dementia, Sci-Fi",OVA,2,6.44,505
6331,Tezuka Osamu no Don Dracula,"Action, Comedy, Mecha, Military, Parody, Sci-Fi, Space",OVA,1,6.44,701
4853,Tiger Mask W,"Comedy, Horror, Supernatural, Vampire",TV,8,6.44,934
32881,Time Bokan Oudou Fukko,"Action, Drama, Shounen, Sports",TV,Unknown,6.44,8652
4578,Triage X,"Action, Comedy, Mecha, Parody, Sci-Fi",OVA,2,6.44,609
6731,Warau Hyouteki,"Comedy, Kids, Super Power",TV,26,6.44,227
2018,Water Brain,"Horror, Mystery",OVA,1,6.44,1975
6861,Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron,"Dementia, Fantasy, Sci-Fi",Special,1,6.44,862
6693,12-sai. 2nd Season,"Comedy, Kids",Movie,1,6.44,448
31319,Arcana Famiglia,"Romance, School, Shoujo",OVA,4,6.43,1383
4025,Bakkyuu HIT! Crash Bedaman,"Adventure, Fantasy, Kids",TV,26,6.43,645
4563,Bamboo Bears,Adventure,TV,50,6.43,747
2822,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama Flash Special,Comedy,TV,52,6.43,330
18881,Divergence Eve 2: Misaki Chronicles,"School, Supernatural",Special,1,6.43,5005
295,"Eikoku Ikka, Nihon wo Taberu","Adventure, Drama, Mecha, Military, Sci-Fi, Space",TV,13,6.43,4790
29722,Gegege no Kitarou: Daikaijuu,"Comedy, Slice of Life",TV,24,6.43,729
8146,Hi-Speed Jecy,"Action, Fantasy, Horror, Shounen, Supernatural",Movie,1,6.43,305
2697,Himitsukessha Taka no Tsume,"Action, Sci-Fi",OVA,12,6.43,479
4737,Hitsuji no Uta,"Comedy, Parody, Super Power",TV,12,6.43,341
258,Ikoku Meiro no Croisée Picture Drama,"Drama, Horror, Vampire",OVA,4,6.43,10574
10905,Juugo Shounen Hyouryuuki,"Historical, Seinen, Slice of Life",Special,6,6.43,2616
5013,Konchuu Monogatari Minashigo Hutch,"Adventure, Drama, Historical",Special,1,6.43,305
3858,Kuma Miko,"Adventure, Comedy, Drama",TV,91,6.43,1325
31804,Ladies versus Butlers! Specials,"Comedy, Seinen, Slice of Life",TV,12,6.43,43176
7598,Mach GoGoGo (1997),"Mystery, Sci-Fi, Thriller",Movie,1,6.43,12350
3571,Majokko Tickle,"Adventure, Cars",TV,34,6.43,1545
3881,Mitsubachi Maya no Bouken,"Comedy, Magic, Shoujo",TV,45,6.43,471
2571,Okusama wa Mahou Shoujo,"Adventure, Comedy, Kids",TV,52,6.43,4426
614,STAR BEAT!: Hoshi no Kodou,"Magic, Romance",TV,13,6.43,5098
34252,The Four Seasons,Music,Music,1,6.39,230
13563,Thermae Romae x Yoyogi Animation Gakuin Collaboration,Slice of Life,ONA,4,6.42,1190
13969,TV-ban Pokemon Special Masara Town-hen Soushuuhen,"Comedy, Historical, Seinen",Special,1,6.43,1260
31750,UFO Princess Valkyrie: Recap,"Action, Adventure, Comedy, Fantasy, Kids",OVA,3,6.43,485
11445,UFO Senshi Dai Apolon,"Comedy, Romance, Sci-Fi",Special,1,6.44,739
3361,Wolf Guy,"Action, Mecha, Sci-Fi",TV,26,6.43,312
9526,Yoshimune,"Action, Military, Sci-Fi",OVA,6,6.43,412
2024,Buddy Go!,"Comedy, Historical",TV,24,6.43,393
33056,Code Geass: Hangyaku no Lelouch R2: Flash Specials,"Comedy, Romance, Shoujo",Special,3,6.42,1415
9591,Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,Parody,Special,9,6.42,9291
8548,Ganbare! Kickers Specials,"Comedy, Sci-Fi, Shounen",Movie,1,6.42,506
33499,Gin&#039;iro no Olynsis: Tokito,"Drama, Shounen, Sports",Special,2,6.43,141
1868,Ginga Hyouryuu Vifam: Kieta 12-nin,"Adventure, Drama, Mecha, Romance",TV,12,6.42,5305
9389,Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,"Action, Adventure, Mecha, Sci-Fi",OVA,1,6.42,205
33024,Great Mazinger tai Getter Robo,"Action, Mecha, School, Sci-Fi, Seinen, Space",Special,1,6.42,2189
4385,Great Mazinger tai Getter Robo G: Kuuchuu Dai-Gekitotsu,"Action, Mecha, Sci-Fi",Movie,1,6.42,976
4386,Hairy Tale,"Action, Mecha, Sci-Fi",Movie,1,6.42,786
5168,Himitsu no Akko-chan 2,"Historical, Samurai",Special,1,6.42,3510
3838,K-On!: Ura-On!,"Magic, School, Shoujo",TV,61,6.42,375
7017,Kinnikuman: New York Kiki Ippatsu!,Comedy,Special,7,6.42,36560
3278,Kirameki☆Project,"Action, Comedy, Shounen, Sports",Movie,1,6.42,278
4023,Kuusen Madoushi Kouhosei no Kyoukan OVA,"Fantasy, Kids",TV,16,6.42,532
31156,Kyomu Senshi Miroku,"Action, Drama, Fantasy, Magic, School",OVA,1,6.42,8632
9691,Licca-chan Fushigi na Fushigi na Yunia Monogatari,"Action, Demons, Fantasy, Historical, Samurai, Sci-Fi, Supernatural",OVA,6,6.42,207
9792,Mafukiden: Pandarian,"Adventure, Kids",OVA,2,6.42,307
4049,Magical Canan,"Adventure, Comedy, Fantasy, Kids, Magic, Super Power",TV,26,6.42,367
349,Masou Gakuen HxH,"Drama, Fantasy, Magic, Supernatural",TV,13,6.42,2942
19257,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,"Comedy, School, Slice of Life",TV,12,6.42,22411
8960,Nagagutsu Sanjuushi,"Action, Comedy",TV,10,6.42,787
5006,Nogsaegjeoncha Haemosu,"Adventure, Fantasy, Kids",Movie,1,6.42,542
9106,O-bake no... Holly,"Action, Adventure, Fantasy, Shounen",TV,26,6.42,287
9015,Persona 4 the Animation: Mr. Experiment Shorts,"Comedy, Fantasy, Kids, Magic",TV,200,6.42,194
25257,Sasurai no Taiyou,Comedy,Special,5,6.42,2196
3819,Sekkou Boys,"Drama, Music",TV,26,6.42,316
31540,Shoujo-tachi wa Kouya wo Mezasu OVA,"Comedy, Music",TV,12,6.42,28303
31867,Sister Princess: Re Pure Character&#039;s,School,OVA,1,6.42,7194
21119,Soushin Shoujo Matoi,"Drama, Romance",Special,12,6.42,544
33668,Survival,"Magic, Supernatural",TV,12,6.42,12549
3507,Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,"Dementia, Drama, Music, Psychological, School, Supernatural",Music,1,6.42,2153
18637,Togainu no Chi,"Action, Mecha, Sci-Fi, Shounen, Super Power",Movie,1,6.42,402
8449,Tono to Issho: Ippunkan Gekijou,"Action, Sci-Fi, Shounen Ai",TV,12,6.42,53377
8961,Toradora!: SOS!,"Comedy, Samurai, Seinen",TV,12,6.42,2321
6127,True Tears Specials,Comedy,Special,4,6.42,54096
6234,Xi Avant,"Comedy, Parody, School",Special,7,6.42,7296
10405,Yumeyume,"Adventure, Sci-Fi",Movie,1,6.41,2379
12683,Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen,Music,Music,1,6.42,915
5396,Zettai Bouei Leviathan,Mecha,OVA,2,6.42,284
17681,1001 Nights,"Comedy, Fantasy, Magic",TV,13,6.42,18202
3914,Blood-C: None-None Gekijou,"Demons, Fantasy, Romance, Seinen",Movie,1,6.41,4930
14077,Busou Shinki,"Comedy, Parody",ONA,7,6.41,5273
14237,Digimon Universe: Appli Monsters,"Action, Sci-Fi, Slice of Life",TV,12,6.41,24595
3015,Green Green Specials,"Action, Drama, Military, Sci-Fi, Shounen, Space",Movie,1,6.41,6579
3022,Hakujaden,"Action, Romance, School, Sci-Fi",TV,45,6.41,400
4513,Harukanaru Toki no Naka de: Hachiyou Shou Recap,"Adventure, Fantasy, Historical, Romance",Movie,1,6.41,1542
30145,Idol Tenshi Youkoso Yoko,"Demons, Fantasy, Historical, Magic, Shoujo, Supernatural",Special,1,6.41,284
4928,Kenritsu Chikyuu Boueigun,"Comedy, Drama, Shoujo",TV,43,6.41,419
2422,Kikou Keisatsu Metal Jack,"Action, Adventure, Comedy, Sci-Fi, Shounen",OVA,1,6.41,939
3315,Kimi ni Maji Kyun!,"Action, Mecha, Police, Sci-Fi",TV,37,6.41,349
32202,Kinnikuman: Gyakushuu! Uchuu Kakure Choujin,"Magic, Music, Romance, School",OVA,1,6.42,1801
3276,Koutetsu Sangokushi,"Action, Comedy, Shounen, Sports",Movie,1,6.41,287
2162,Koutetsu Tenshi Kurumi 2,"Adventure, Historical, Shounen",TV,25,6.41,6544
555,Mamono Hunter Youko,"Comedy, Mecha, Romance, Sci-Fi, Shoujo Ai, Shounen",TV,12,6.41,8094
1280,Mori no Densetsu: Dai Ni Gakushou,"Comedy, Fantasy, Horror, Magic, Supernatural",OVA,6,6.41,6385
32041,Natsufuku no Shoujo-tachi,Fantasy,Movie,1,6.41,251
8896,Nekota no Koto ga Kininatte Shikatanai.,"Drama, Historical",Special,1,6.41,347
28963,Rinne no Lagrange Season 2 Specials,"School, Shoujo",Special,1,6.41,612
18639,Robot Town Sagami 2028,Comedy,Special,6,6.41,1599
33192,Shukufuku no Campanella,Drama,ONA,1,6.41,386
1713,Wind: A Breath of Heart Specials,"Action, Adventure, Military, Sci-Fi, Shounen",TV,13,6.41,684
2027,Yojouhan Shinwa Taikei Specials,"Comedy, Romance, School",Special,4,6.41,1335
8985,Airy Me,Comedy,Special,3,6.41,10005
21861,Akikan!,"Dementia, Drama, Horror, Music",Music,1,6.4,1561
10526,Gakkyuu Ou Yamazaki,"Action, Kids",TV,25,6.4,795
5375,"Genesis Climber Mospeada: Love, Live, Alive",Comedy,TV,53,6.4,465
3671,Ginga Ojousama Densetsu Yuna: Shin&#039;en no Fairy,"Action, Mecha, Music",OVA,1,6.4,712
2474,Hanamaru Youchien Special Preview,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",OVA,3,6.4,1256
